Rk,Gcar,Gtm,Date,Team,AWAY,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
29,29,34,2017-12-29,90015,0,90015,L 106-121,*,22:00,1,4,0.25,0,1,0.0,1,3,0.333,0.25,0,0,,0,2,2,2,1,0,0,2,2,1.8,-15
30,30,35,2017-12-31,90015,1,77002,L 142-148 (2OT),*,36:53,9,13,0.692,4,7,0.571,5,6,0.833,0.846,4,8,0.5,1,5,6,1,1,0,0,6,26,20.4,6
31,31,36,2018-01-01,90015,1,55403,L 96-114,*,21:04,4,7,0.571,2,4,0.5,2,3,0.667,0.714,0,0,,0,1,1,1,1,0,1,5,10,5.7,-17
32,32,37,2018-01-03,90015,0,73102,L 96-133,,19:21,2,7,0.286,1,6,0.167,1,1,1.0,0.357,1,1,1.0,1,1,2,1,1,1,1,0,6,4.3,-19
33,33,38,2018-01-05,90015,0,28202,L 94-108,,23:08,1,6,0.167,1,4,0.25,0,2,0.0,0.25,1,2,0.5,1,2,3,1,1,0,1,2,4,1.0,-11
34,34,39,2018-01-07,90015,0,30313,W 132-113,,19:31,4,7,0.571,2,3,0.667,2,4,0.5,0.714,2,2,1.0,0,5,5,3,1,0,1,3,12,11.1,17
35,35,40,2018-01-09,90015,0,95814,W 99-86,,21:03,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,3,3,3,0,0,1,1,0,0.9,7
36,36,41,2018-01-11,90015,0,78219,W 93-81,,12:43,2,3,0.667,2,3,0.667,0,0,,1.0,0,0,,0,2,2,0,0,0,0,1,6,4.9,7
37,37,42,2018-01-13,90015,1,75219,W 107-101 (OT),,12:06,1,2,0.5,0,1,0.0,1,1,1.0,0.5,0,0,,0,2,2,0,1,0,1,4,2,0.0,-2
38,38,43,2018-01-15,90015,1,38103,L 114-123,*,31:45,5,10,0.5,2,6,0.333,3,4,0.75,0.6,4,4,1.0,0,3,3,1,1,1,0,1,16,13.9,1
